Resp;CLIENTE;dtcte;mescte;anocte;dtemissao;mesemissao;anoemissao;dtocor;mesocor;anoocor;dtbaixa;mesbaixa;anobaixa;diasemissao;diasresolucao;DsLocal;tp_ocor;Situacao;NrBo;dsocorrencia;VlCusto
1;12196845000183;10;9;2012;27;9;2012;27;9;2012;11;10;2012;0;14;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;223;NF - 699817  Volume - 42/54  P;26
1;52549763000190;18;9;2012;2;10;2012;2;10;2012;17;10;2012;0;15;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;238;FALTA DOIS VOLUMES (4 CADEIRAS;803
1;11146709000116;4;10;2012;10;10;2012;10;10;2012;24;10;2012;0;14;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1368;PRATELEIRA PRETA C/ ABS 4L PRO;35
1;8922399000250;8;10;2012;15;10;2012;15;10;2012;24;10;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1401;PRATELEIRA C/ABS 4L PROF. 348M;18
1;4691623001008;4;10;2012;17;10;2012;17;10;2012;25;10;2012;0;8;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;281;asteca já solicitada 1 fte gav;7
1;9643650000120;3;10;2012;25;10;2012;25;10;2012;6;11;2012;0;12;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;318;ped. 2859460- cod. 47701/01, 1;7
1;11367416000169;10;10;2012;1;11;2012;1;11;2012;9;11;2012;0;8;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1671;01 volume divisor de talheres ;4
1;5828791000166;31;10;2012;6;11;2012;6;11;2012;14;11;2012;0;8;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1753;PRATELEIRA CML SUSPENSA H=35 2;35
1;5338277000142;27;9;2012;14;11;2012;14;11;2012;14;11;2012;0;0;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;366;CLIENTE ALEGA QUE NÃO RECEBEU ;1.440
NULL;36308965000193;19;8;2022;27;8;2022;27;8;2022;5;10;2022;0;39;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;7518;1. REF: 1380093. LATERAL DIR D;87
1;4910439000102;19;6;2012;17;7;2012;17;7;2012;6;8;2012;0;20;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;87;01 VOL FERRAGEN  VOL 24/46 REF;4
1;11887661000105;16;6;2012;9;7;2012;9;7;2012;13;8;2012;0;35;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;40;avaria de 1 vol , frente de ga;0
1;46602843000169;27;7;2012;1;8;2012;1;8;2012;21;8;2012;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;411;01 regua 42cm ref 8182488   vo;14
1;12939373000101;3;8;2012;7;8;2012;7;8;2012;23;8;2012;0;16;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;497;03 volumes 711301009 base bran;22
1;59105734000188;20;7;2012;8;8;2012;8;8;2012;23;8;2012;0;15;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;505;01 volume n2410460701 balcão c;34
1;10937901000168;1;8;2012;7;8;2012;7;8;2012;5;9;2012;0;29;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;7;NF 86669 pedido 202627  02 un ;68
1;4685922000130;3;8;2012;27;8;2012;22;8;2012;5;9;2012;-5;14;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;188;     = CTRC 751441=    NF 6699;150
1;13900424000154;1;8;2012;16;8;2012;16;8;2012;12;9;2012;0;27;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;162;Boa tarde!     Recebemos uma e;78,7699
1;12939373000101;22;8;2012;27;8;2012;27;8;2012;12;9;2012;0;16;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;763;n2410460701 balcão canto 796x6;114
1;12721508000168;29;8;2012;3;9;2012;3;9;2012;14;9;2012;0;11;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;891;balcão duplo s/tpo 70cm cil vo;94
1;9543413000197;28;8;2012;5;9;2012;5;9;2012;17;9;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;933;2s118502 mod.sup mdp branca 70;11
1;14608644000171;28;8;2012;5;9;2012;5;9;2012;17;9;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;934;2s143202 mod.sup cx mdp branca;10
1;5431968000196;11;9;2012;15;9;2012;15;9;2012;28;9;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1069;01 volume qtd 0,670 n103073423;42
1;14967287000138;23;8;2012;17;9;2012;17;9;2012;28;9;2012;0;11;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;230;AVARIA NOTADA NA DESCARGA DA C;37
1;14409238000180;12;9;2012;18;9;2012;18;9;2012;1;10;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1093;01 volume gaveta madeira reves;41
1;10429392000162;12;9;2012;18;9;2012;18;9;2012;1;10;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1095;01 volume arm armario duplo h=;3
1;77500049000308;13;9;2012;20;9;2012;20;9;2012;3;10;2012;0;13;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;248;  FALTA NOTADA NA DESCARGA DA ;4
1;15912743000105;17;8;2012;21;8;2012;21;8;2012;9;10;2012;0;49;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;693;faltou 01 volume nf 29675 e 01;182
1;10834816000174;10;9;2012;21;9;2012;21;9;2012;9;10;2012;0;18;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;253;FALTA NOTADA NA DESCARGA DA CA;72
1;4685922000130;18;9;2012;28;9;2012;28;9;2012;10;10;2012;0;12;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;234;CTRC 757020 – NF 705962 client;18
1;14002872000101;4;10;2012;10;10;2012;10;10;2012;23;10;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1373;VISTA MED. UNICA 2730X220X15MM;39
1;6016783000188;3;10;2012;8;10;2012;8;10;2012;25;10;2012;0;17;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1352;ARMARIO DUPLO VOL. 13/15  2 PE;15
1;4685922000130;5;10;2012;15;10;2012;15;10;2012;25;10;2012;0;10;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;14;no manifesto 27/12 do mot. Ant;21
1;13782601000145;10;10;2012;15;10;2012;15;10;2012;25;10;2012;0;10;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1408;ARMARIO BALCAO GAVETEIRO VOL 2;13
1;10373239000160;8;10;2012;15;10;2012;15;10;2012;29;10;2012;0;14;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1406;COSTA MDF BRANCO 2202X277X2,5M;11
1;87556650000104;4;10;2012;31;10;2012;31;10;2012;31;10;2012;0;0;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;332;refere-se a u vol estraviado n;152
1;10979023000143;16;10;2012;23;10;2012;23;10;2012;6;11;2012;0;14;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;345;AVARIA NOTADA NA DESCARGA DA C;82
1;7110385000350;22;10;2012;26;10;2012;26;10;2012;8;11;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1598;ARMAÇÃO DE ARMARIO 60 CM LATER;81
1;7110385000350;22;10;2012;26;10;2012;26;10;2012;8;11;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1599;GAVETA 70 CM VOL 8/26 REF. 295;84
1;4612113000107;23;10;2012;1;11;2012;1;11;2012;9;11;2012;0;8;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1679;02 volumes arm.modulo obliquo ;148
1;11367416000169;22;10;2012;26;10;2012;26;10;2012;13;11;2012;0;18;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1603;ARM. MALEIRO 50 CM REF. 813129;10
1;15367908000105;23;10;2012;1;11;2012;1;11;2012;13;11;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1681;ref.8038795 balcão duplo vol. ;27
1;4691623001008;17;10;2012;24;10;2012;24;10;2012;14;11;2012;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;305;  falta de 1 prat. cml avulsa ;11
1;7988011000170;15;8;2012;30;10;2012;30;10;2012;14;11;2012;0;15;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1639;DIVISOR DE TALHERES P/ GAV. 40;9
1;4246434000127;29;10;2012;6;11;2012;6;11;2012;14;11;2012;0;8;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1759;RODAFORRO BRANCO 2730 X 65 X 2;30
1;10397003000164;7;11;2012;10;11;2012;10;11;2012;22;11;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1843;01 volume porta paneleiro 302 ;156
1;13026897000174;8;11;2012;13;11;2012;13;11;2012;24;11;2012;0;11;NULL;AVARIA;FECHADO;395;AVARIA NOTADA NA DESCARGA DA C;6
1;4691623001008;9;11;2012;27;11;2012;27;11;2012;27;11;2012;0;0;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;414;um divisor de talheres para si;12
1;4691623001008;19;11;2012;26;11;2012;26;11;2012;28;11;2012;0;2;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;399;NF 88920 OC 88548120 P.V 20594;26
1;10623235000193;13;11;2012;17;11;2012;17;11;2012;29;11;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1911;2i55302 mod.inf s/prat cx n]md;97
1;4095562000117;4;9;2012;27;9;2012;27;9;2012;30;11;2012;0;64;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;226;NF:77762    codigo - 107984 - ;363
1;4691623001008;21;6;2012;16;7;2012;16;7;2012;27;7;2012;0;11;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;1;codigo 789652, cad coz psg cro;236
1;12344344000105;30;5;2012;11;7;2012;11;7;2012;2;8;2012;0;22;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;57;FALTA DE 1 VOL DA NF 332806, P;261
1;4691623001008;6;7;2012;16;7;2012;10;7;2012;2;8;2012;-6;23;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;72;02 estrado artesano 1550 preto;166
1;4685922000130;25;6;2012;5;7;2012;5;7;2012;3;8;2012;0;29;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;26;CODIGO- 750301102 - LATERAL 24;55
1;4910439000102;4;7;2012;17;7;2012;17;7;2012;6;8;2012;0;20;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;85;01 BASE VOL 24/34 REF 71230100;104,84
1;90441460000148;3;7;2012;25;7;2012;12;7;2012;13;8;2012;-13;32;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;115;falta de 1 vol- 01 gaveta - re;30,1999
1;4691623001008;24;7;2012;30;7;2012;30;7;2012;13;8;2012;0;14;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;119;NF.73728 OC.61301120 P.V. 2038;79
1;11000339000104;18;7;2012;30;7;2012;30;7;2012;21;8;2012;0;22;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;357;01 colmeia avulsa h=241/259 vo;56
1;7757565000167;10;8;2012;15;8;2012;15;8;2012;27;8;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;590;01 VOLUME REGUA MOLDURA CML H=;35
1;13661965000258;15;8;2012;18;8;2012;18;8;2012;28;8;2012;0;10;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;648;01 volume 710303007 base branc;9
1;9655984000113;14;8;2012;16;8;2012;16;8;2012;29;8;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;620;01 volume qtd:,900 1d3792366 p;52
1;90441460000148;16;8;2012;21;8;2012;21;8;2012;30;8;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;677;01 volume 1406148 costa mdf s/;15
1;8622091000290;22;8;2012;27;8;2012;27;8;2012;5;9;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;766;2i507002 mod.inf cx mdp branca;20
1;12840129000197;29;8;2012;3;9;2012;3;9;2012;12;9;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;888;01 volume qtd.1,930 n30506502 ;73
1;14608644000171;28;8;2012;5;9;2012;5;9;2012;17;9;2012;0;12;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;935;2s143202 mod sup cx mdp branca;13
1;7308978000164;11;9;2012;14;9;2012;14;9;2012;28;9;2012;0;14;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;215;AVARIA NOTADA NA DESCARGA DA C;20
1;15119418000190;11;9;2012;15;9;2012;15;9;2012;28;9;2012;0;13;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1064;01 volume 1910301001base monta;10
1;6016783000188;19;9;2012;22;9;2012;22;9;2012;1;10;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1184;01 volume arm.modulo duplo s/b;21
1;14608644000171;14;9;2012;19;9;2012;19;9;2012;5;10;2012;0;16;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1126;01 volume 6809061 rodape branc;9
1;9422271000100;21;9;2012;25;9;2012;25;9;2012;5;10;2012;0;10;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1214;01 volume 730303002 lateral br;19
1;14002872000101;9;10;2012;15;10;2012;15;10;2012;24;10;2012;0;9;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;1410;costa mdf branco 2330x377x2,5m;17
